merchant_id
4936
6359
1710
2852
0722
0873
5830
3344
1343
1902
0869
3328
3285
5118
5974
4526
0996
3109
0641
4991
1412
1429
5829
2586
2948
5873
4097
2830
1024
4220
1401
2061
4386
2989
5683
6411
3534
1621
3131
6238
5331
3908
2754
3356
2810
3254
0960
4620
3654
5822
6417
0952
2292
0424
2853
2432
2412
3508
4736
3676
5112
6226
3588
4518
3662
2761
3361
0361
0280
2185
4206
5353
3293
3919
5375
0021
6389
1092
0481
4681
1734
5905
4547
0200
4399
0254
2467
5048
5744
4987
2285
2604
0049
5874
2032
2589
3500
2585
5216
4789
3061
5771
0377
5146
2955
5779
0301
2635
0965
0598
4489
4153
6410
5867
0302
0175
2274
5514
4057
4507
0898
5718
4385
2428
2800
5107
3612
3495
1101
2493
6098
6182
4352
2676
2393
4445
2327
1606
3218
3895
4836
5736
3067
4268
1723
3316
4205
1141
3159
5632
4772
0067
4008
1631
0346
3198
0164
1196
4129
5322
3262
5471
3659
3561
3203
4820
1695
5061
5081
1409
5548
6460
0492
5193
4578
5233
4148
5378
0605
2528
2130
1548
2478
2643
1969
0095
0671
0947
3469
0339
0261
4030
4350
1744
2606
3015
1720
1844
6444
0332
1863
5115
1773
0631
1361
6185
5218
5981
4447
5437
5878
4531
4710
2918
3701
0659
2107
0956
4111
0789
0370
2465
0120
2136
2212
3187
0331
2926
1117
5220
2756
4017
6329
1500
3196
2782
4998
6155
5753
3583
5377
0409
4951
1947
1228
3859
5481
5004
4684
0822
0319
1493
5990
2489
0415
5201
3089
1707
5755
1938
0101
4982
0343
2376
2421
1122
1176
2822
2865
2998
2340
5001
4191
3140
1175
5794
4666
5357
2803
4154
3265
1527
1728
4264
2990
1026
2117
6261
6053
1242
5954
6070
2851
4361
0842
0405
0589
2181
3569
6420
5580
1052
4429
2156
2859
4755
1349
5986
6439
3353
3412
4155
5563
3816
5749
3861
5266
4389
6304
2898
2492
3233
1476
2805
3797
4138
3850
3504
0513
2437
6117
1831
0321
4272
3457
2748
5646
3274
2519
1725
6384
1879
1047
3244
4382
0803
3382
1236
1408
2953
5058
6229
2773
1643
0457
5382
2296
4621
4120
2098
0259
4077
0506
1045
0741
1285
3800
6426
5260
0367
0545
2152
4301
5444
4860
3414
0540
2967
0880
5131
4143
1806
5017
6383
0334
2411
5083
5876
1780
4522
0201
4949
4553
1275
4899
5451
6247
1336
3587
5476
2834
0648
0064
3700
3918
1496
3683
3082
3276
1398
2435
2418
3277
3134
5177
0172
5649
3717
4985
3997
2332
4711
4838
0835
1951
0329
5350
5259
4262
4295
0725
0514
1958
1171
4908
1248
2471
4764
1183
4421
3784
3145
5468
4329
6240
6243
5657
5568
4090
5729
2005
2571
5637
3510
3505
4893
2480
1145
2909
2497
2696
1518
1741
0119
4130
4463
